,Unnamed: 0,Title,Subtitle,Image,Author,Publication,Year,Month,Day,Reading_Time,Claps,url,Author_url,Tag_artificial-intelligence,Tag_data-analytics,Tag_data-engineering,Tag_data-science,Tag_deep-learning,Tag_machine-learning,Tag_nlp,Tag_python,Tag_r,Tag_reinforcement-learning,Tag_statistics,Category
200862,200862,How Multi-Armed-Bandits can help us in the fight for Covid-19Part 1,,1,Pavlos Mitsoulis,Analytics Vidhya,2020,3,25,5,31.0,https://medium.com/analytics-vidhya/how-multi-armed-bandits-can-help-us-in-the-fight-for-covid-19-part-1-6dac796851b4,https://medium.com/@PavlosMitsoulis,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
200929,200929,How to create a custom gym environment with multiple agents,,1,Mathieu Cesbron,Analytics Vidhya,2019,12,20,6,74.0,https://medium.com/analytics-vidhya/how-to-create-a-custom-gym-environment-with-multiple-agents-f368d13582ee,https://medium.com/@mathieuces,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
201044,201044,How to make self-learning games using Reinforcement Learning.,,1,Jash Rathod,Analytics Vidhya,2020,5,4,6,52.0,https://medium.com/analytics-vidhya/how-to-make-self-learning-games-using-reinforcement-learning-dee2f8904b71,https://medium.com/@jashr2312,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
201105,201105,How to Structure a Reinforcement Learning Project (Part 1),,1,Anis Ismail,Analytics Vidhya,2020,6,21,7,61.0,https://medium.com/analytics-vidhya/how-to-structure-a-reinforcement-learning-project-part-1-8a88f9025a73,https://medium.com/@anisismail09,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
201106,201106,How to Structure a Reinforcement Learning Project (Part 2),,1,Anis Ismail,Analytics Vidhya,2020,8,24,8,1.0,https://medium.com/analytics-vidhya/how-to-structure-a-reinforcement-learning-project-part-2-533a168e11c2,https://medium.com/@anisismail09,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
201114,201114,How to train your artificial dragon or clicker-learning,,1,Kyrylo Medianovskyi,Analytics Vidhya,2020,1,20,9,1.0,https://medium.com/analytics-vidhya/how-to-train-your-artificial-dragon-or-clicker-learning-778d24c6ead2,https://medium.com/@kmedyanovskiy,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
201290,201290,Imitation Learning: From Why to How!,"What is Imitation learning, Why do we need it and How to",1,Shivansh Mundra,Analytics Vidhya,2020,5,5,7,6.0,https://medium.com/analytics-vidhya/imitation-learning-from-why-to-how-7b713a079501,https://medium.com/@shivanshmundra1,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
201300,201300,"Implementation of DQN,Double DQN and Dueling DQN with keras-rl 2020",,0,Madesh Selvarani,Analytics Vidhya,2020,4,22,5,0.0,https://medium.com/analytics-vidhya/implementation-of-dqn-double-dqn-and-dueling-dqn-with-keras-rl-2020-bc55339b21a9,https://medium.com/@madeshselvarani,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
201454,201454,Intro to Reinforcement Learning: Q-Learning 101,,1,Christian Hubbs,Analytics Vidhya,2019,1,6,7,5.0,https://medium.com/analytics-vidhya/intro-to-reinforcement-learning-q-learning-101-8df55fed9be0,https://medium.com/@christiandhubbs,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
201475,201475,Introduction to Artificial Neural Networks(ANN),A Simple Explanation for Absolutely Anyone,1,Sadheera Mahanama,Analytics Vidhya,2020,7,10,8,680.0,https://medium.com/analytics-vidhya/introduction-to-artificial-neural-networks-ann-3109578d61ab,https://medium.com/@sadheeramahanama94,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
201477,201477,Introduction to Asynchronous Advanced Actor Critic algorithm (A3C),,1,Python Lessons,Analytics Vidhya,2020,3,28,9,1.0,https://medium.com/analytics-vidhya/introduction-to-asynchronous-advanced-actor-critic-algorithm-a3c-365040690d42,https://medium.com/@pythonlessons0,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
201498,201498,Introduction to Double Deep Q Learning (DDQN),,1,Python Lessons,Analytics Vidhya,2020,1,14,9,1.0,https://medium.com/analytics-vidhya/introduction-to-double-deep-q-learning-ddqn-473833cf1a70,https://medium.com/@pythonlessons0,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
201500,201500,Introduction to Dueling Double Deep Q Network (D3QN),,1,Python Lessons,Analytics Vidhya,2020,1,14,13,57.0,https://medium.com/analytics-vidhya/introduction-to-dueling-double-deep-q-network-d3qn-8353a42f9e55,https://medium.com/@pythonlessons0,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
201532,201532,Introduction to Monte Carlo Tree Search: The Game-Changing Algorithm behind DeepMinds AlphaGo,,1,Ankit Choudhary,Analytics Vidhya,2019,1,23,12,571.0,https://medium.com/analytics-vidhya/introduction-to-monte-carlo-tree-search-the-game-changing-algorithm-behind-deepminds-alphago-554a9017f0c2,https://medium.com/@ankit2106,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
201562,201562,Introduction to Reinforcement Learning,About RL RL Problem:-Reward-Agent and Environment-History,1,Neha Mangal,Analytics Vidhya,2020,8,10,5,0.0,https://medium.com/analytics-vidhya/introduction-to-reinforcement-learning-9ce6511b1c13,https://medium.com/@neha_mangal,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
201563,201563,Introduction to Reinforcement Learning,"When we are born, the first thing we do is interact with an",1,Guzman,Analytics Vidhya,2020,5,15,8,0.0,https://medium.com/analytics-vidhya/introduction-to-reinforcement-learning-b2a74027ca9b,https://medium.com/@guzman.gp,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
201564,201564,Introduction to reinforcement learning,What is reinforcement learning?,1,Sanchit Tanwar,Analytics Vidhya,2018,12,25,5,34.0,https://medium.com/analytics-vidhya/introduction-to-reinforcement-learning-dc49e5c04310,https://medium.com/@sanchittanwar75,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
201565,201565,Introduction to Reinforcement Learning (DQN) Solving the CartPole balancing game,,1,Python Lessons,Analytics Vidhya,2019,10,14,10,2.0,https://medium.com/analytics-vidhya/introduction-to-reinforcement-learning-dqn-60281b70aab7,https://medium.com/@pythonlessons0,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
201672,201672,k-Armed Bandits Problem,Describes the k-armed bandits problem in detail and its relevance to,1,Athul TR,Analytics Vidhya,2020,2,1,7,0.0,https://medium.com/analytics-vidhya/k-armed-bandits-problem-a92b43988133,https://medium.com/@athultr13,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
201832,201832,Life is Reinforcement Learning,,1,Ayan Chakraborty,Analytics Vidhya,2019,11,16,9,25.0,https://medium.com/analytics-vidhya/life-is-reinforcement-learning-7dece10190c5,https://medium.com/@achkbrty,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
201982,201982,MACHINE LEARNING: An Overview (Part-2),This is a continuation of the Machine Learning Overview Series. If you havent checked out,1,M.Vineeth,Analytics Vidhya,2020,5,27,6,19.0,https://medium.com/analytics-vidhya/machine-learning-an-overview-part-2-cb832e26b44a,https://medium.com/@vinscoder1627,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
202047,202047,Machine Learning Journey So Far,Can Machines Learn ?,0,Dumindu Kavinda,Analytics Vidhya,2020,4,8,5,88.0,https://medium.com/analytics-vidhya/machine-learning-journey-so-far-908f0e14574c,https://medium.com/@duminyk95,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
202062,202062,Machine Learning Paradigms,"Machine learning in a nutshell is simply a program that learns, just like us humans. The question is, how did it",1,Annisa Rahim,Analytics Vidhya,2020,7,19,6,899.0,https://medium.com/analytics-vidhya/machine-learning-paradigms-4152d896e081,https://medium.com/@13518089,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
202099,202099,Machine learning Vs Deep learning Vs Reinforcement learning,,1,Bipin Krishnan P,Analytics Vidhya,2019,9,28,3,74.0,https://medium.com/analytics-vidhya/machinelearning-deeplearning-reinforcementlearning-ed7b217861c5,https://medium.com/@bipin4338,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
202116,202116,Making a self-play environment for OpenAI gym,,1,Isamu Isozaki,Analytics Vidhya,2019,12,3,7,24.0,https://medium.com/analytics-vidhya/making-a-self-play-environment-for-openai-gym-23486bc44d6f,https://medium.com/@isamu.website,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
202160,202160,Markov Decision Processes and Bellman Equations,,1,The Perceptive Agent,Analytics Vidhya,2020,4,17,6,0.0,https://medium.com/analytics-vidhya/markov-decision-processes-and-bellman-equations-724abbd0a664,https://medium.com/@theperceptiveagent,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
202277,202277,Model-Based Offline Reinforcement Learning (MOReL),,1,Nandiraju Gireesh,Analytics Vidhya,2020,6,17,8,1.0,https://medium.com/analytics-vidhya/model-based-offline-reinforcement-learning-morel-f5cd991d9fd5,https://medium.com/@f20170720,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
202317,202317,Monte Carlo Methods in Reinforcement LearningPart 1 on-policy Methods,,1,Sebastian Dittert,Analytics Vidhya,2020,4,29,8,2.0,https://medium.com/analytics-vidhya/monte-carlo-methods-in-reinforcement-learning-part-1-on-policy-methods-1f004d59686a,https://medium.com/@sebastian.dittert3692,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
202318,202318,Monte Carlo Methods in Reinforcement LearningPart 2 off-policy Methods,,1,Sebastian Dittert,Analytics Vidhya,2020,4,29,6,2.0,https://medium.com/analytics-vidhya/monte-carlo-methods-in-reinforcement-learning-part-2-off-policy-methods-b9766d3e60d7,https://medium.com/@sebastian.dittert3692,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
202319,202319,Monte Carlo MethodsLearning from experience,We have finally reached the start of the exciting stuff. The previous article,1,The Perceptive Agent,Analytics Vidhya,2020,4,25,5,6.0,https://medium.com/analytics-vidhya/monte-carlo-methods-learning-from-experience-1bfce2d53313,https://medium.com/@theperceptiveagent,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
202355,202355,,,0,Team AV,Analytics Vidhya,2018,9,27,2,18.0,https://medium.com/analytics-vidhya/multi-armed-bandit-problem-from-scratch-in-python-introduction-to-apache-beam-image-caption-9c45d43e49cd,https://medium.com/@analytics,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
202386,202386,Munchausen Reinforcement Learning,Rainbow DQN,1,Sebastian Dittert,Analytics Vidhya,2020,8,5,5,8.0,https://medium.com/analytics-vidhya/munchausen-reinforcement-learning-9876efc829de,https://medium.com/@sebastian.dittert3692,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
202415,202415,My journey of trying Deep Reinforcement Learning to optimize train scheduling:,,1,Mels Hakobyan,Analytics Vidhya,2020,1,9,6,400.0,https://medium.com/analytics-vidhya/my-journey-of-trying-deep-reinforcement-learning-to-optimize-train-scheduling-pt-1-d609d4185dbb,https://medium.com/@mels.hakobyan,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
202433,202433,NAF: Normalized Advantage FunctionDQN for Continuous Control Tasks,,1,Sebastian Dittert,Analytics Vidhya,2020,7,6,7,36.0,https://medium.com/analytics-vidhya/naf-normalized-advantage-function-dqn-for-continuous-control-tasks-b9dcb6ebeab8,https://medium.com/@sebastian.dittert3692,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
202495,202495,Netflix Shuffle Play: One of the Best example of Reinforcement Learning.,,1,Rajesh Vegi,Analytics Vidhya,2020,8,24,3,0.0,https://medium.com/analytics-vidhya/netflix-shuffle-play-one-of-the-best-example-of-reinforcement-learning-b8e69129ad3d,https://medium.com/@rajesh.vegi,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
202629,202629,Nuts & Bolts of Reinforcement Learning: Model Based Planning using Dynamic Programming,"Deep Reinforcement learning is responsible for the two biggest AI wins over human professionalsAlpha Go and OpenAI Five. Championed by Google and Elon Musk, interest in this field",0,Ankit Choudhary,Analytics Vidhya,2018,9,17,20,18.0,https://medium.com/analytics-vidhya/nuts-bolts-of-reinforcement-learning-model-based-planning-using-dynamic-programming-d71d52011b53,https://medium.com/@ankit2106,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
202650,202650,Object Oriented R Code for Deep Q Stock Trading,Recollection of what was done,1,Alexey Burnakov,Analytics Vidhya,2020,4,3,4,58.0,https://medium.com/analytics-vidhya/object-oriented-r-code-for-deep-q-stock-trading-90a8f73b2aac,https://medium.com/@alexeybnk,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
202681,202681,OpenAI: Catch Me if You Can!  ,What OpenAIs Multi-Agent Hide and Seek Break Through Means,1,Michael Li,Analytics Vidhya,2019,9,19,4,279.0,https://medium.com/analytics-vidhya/openai-catch-me-if-you-can-9823a7ff8249,https://medium.com/@lymenlee,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
202768,202768,Panorama of Reinforcement Learning,Have you ever imagined the shuffle behind Reinforcement Learning?,1,Abideen Opeyemi Bello(bideen),Analytics Vidhya,2019,11,28,8,151.0,https://medium.com/analytics-vidhya/panorama-of-reinforcement-learning-756c59c432f3,https://medium.com/@habideen4sure,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
202772,202772,Paper reading: Quantized Reinforcement Learning,,1,Sebastian Dittert,Analytics Vidhya,2020,6,10,5,1.0,https://medium.com/analytics-vidhya/paper-reading-quantized-reinforcement-learning-d00f0c3b6cec,https://medium.com/@sebastian.dittert3692,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
202779,202779,Paper Summary: Asymptotically Unambitious Artificial General Intelligence (Cohen et. al.),,1,Euan McLean,Analytics Vidhya,2020,4,13,9,28.0,https://medium.com/analytics-vidhya/paper-summary-asymptotically-unambitious-artificial-general-intelligence-cohen-et-al-a5d091d501db,https://medium.com/@emc031,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
202782,202782,[Paper Summary] Playing Atari with Deep Reinforcement Learning,,1,Seungkyu Lee,Analytics Vidhya,2019,8,20,4,36.0,https://medium.com/analytics-vidhya/paper-summary-playing-atari-with-deep-reinforcement-learning-5e48bc080c9d,https://medium.com/@seungklee90,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
202897,202897,Policy Gradients and REINFORCE Algorithms,"In this article, I will explain what policy gradient methods are all about, its",1,Faisal Ahmed,Analytics Vidhya,2020,4,2,5,50.0,https://medium.com/analytics-vidhya/policy-gradients-and-reinforce-algorithms-efeb491c1e02,https://medium.com/@fa44al,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203220,203220,"Q-Learning, Expected Sarsa and comparison of TD learning algorithms",,1,The Perceptive Agent,Analytics Vidhya,2020,5,11,4,0.0,https://medium.com/analytics-vidhya/q-learning-expected-sarsa-and-comparison-of-td-learning-algorithms-e4612064de97,https://medium.com/@theperceptiveagent,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203352,203352,Reinforcement Learning 101,To learn reinforcement learning I had to struggle a lot. The main problem was I didn't know where to start and,1,Srimanth Tenneti,Analytics Vidhya,2020,5,22,4,2.0,https://medium.com/analytics-vidhya/reinforcement-learning-101-bf42523fd6ad,https://medium.com/@srimanthtenneti,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203354,203354,Reinforcement Learning: A surface-level explanation,,1,Alice Yang,Analytics Vidhya,2020,8,18,4,30.0,https://medium.com/analytics-vidhya/reinforcement-learning-a-surface-level-explanation-75690f03840d,https://medium.com/@yangalice8,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203355,203355,Reinforcement learning agents Beyond DQN,,1,Python Lessons,Analytics Vidhya,2020,3,19,19,0.0,https://medium.com/analytics-vidhya/reinforcement-learning-agents-beyond-dqn-5c527058e0a3,https://medium.com/@pythonlessons0,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203356,203356,Reinforcement Learning and Decision Making (RLDM) Conference takeaways,,1,Debmalya Biswas,Analytics Vidhya,2019,7,20,4,7.0,https://medium.com/analytics-vidhya/reinforcement-learning-and-decision-making-rldm-conference-takeaways-2f82015d1284,https://medium.com/@debmalyabiswas,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203357,203357,Reinforcement Learning and Game Theory- An Intuitive Understanding,,1,Nirmal S,Analytics Vidhya,2019,10,16,7,162.0,https://medium.com/analytics-vidhya/reinforcement-learning-and-game-theory-28208ee795f8,https://medium.com/@nirmalsenthilnathan,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203358,203358,Reinforcement Learning and the Markov Decision Process,,1,Sebastian Dittert,Analytics Vidhya,2020,4,11,7,5.0,https://medium.com/analytics-vidhya/reinforcement-learning-and-the-markov-decision-process-f0a8e65f2b0f,https://medium.com/@sebastian.dittert3692,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203359,203359,Reinforcement Learning based HVAC Optimization in Factories,,1,Debmalya Biswas,Analytics Vidhya,2020,4,24,15,2.0,https://medium.com/analytics-vidhya/reinforcement-learning-based-hvac-optimization-in-factories-3a1c9ac6c27,https://medium.com/@debmalyabiswas,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203360,203360,Reinforcement LearningBasic Understanding,Understanding the basic concepts behind Reinforcement,1,Ioannis Anifantakis,Analytics Vidhya,2019,9,2,17,213.0,https://medium.com/analytics-vidhya/reinforcement-learning-basic-understanding-4fcb91ba4e4,https://medium.com/@ioannisanif,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203361,203361,Reinforcement LearningBeginners,,1,Venkatesh Chandra,Analytics Vidhya,2019,12,25,4,50.0,https://medium.com/analytics-vidhya/reinforcement-learning-beginners-8b8ce043b408,https://medium.com/@venkatesh.mcgill,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203362,203362,Reinforcement LearningBeginners Approach Chapter -I,"Hola,",1,Shashwat Tiwari,Analytics Vidhya,2020,5,10,8,151.0,https://medium.com/analytics-vidhya/reinforcement-learning-beginners-approach-chapter-i-689f999cf572,https://medium.com/@datasciencehub,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203363,203363,Reinforcement Learning (D3QN ) Agent with Prioritized Experience Replay memory,,1,Python Lessons,Analytics Vidhya,2020,1,17,10,0.0,https://medium.com/analytics-vidhya/reinforcement-learning-d3qn-agent-with-prioritized-experience-replay-memory-6d79653e8561,https://medium.com/@pythonlessons0,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203364,203364,Reinforcement Learning : Dino Bot,Deep Q-Learning Bot for Chrome game,1,Pratyush Khare,Analytics Vidhya,2019,10,15,5,113.0,https://medium.com/analytics-vidhya/reinforcement-learning-dino-bot-613c6daeea5d,https://medium.com/@kharepratyush,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203365,203365,"Reinforcement Learning From Scratch, Part 1: The Simulator",,1,Zili Ge,Analytics Vidhya,2019,12,22,4,0.0,https://medium.com/analytics-vidhya/reinforcement-learning-from-scratch-part-1-the-simulator-4fc7976e1e3d,https://medium.com/@zilig1998,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203366,203366,Reinforcement Learning Guide: Solving the Multi-Armed Bandit Problem from Scratch in Python,,1,Ankit Choudhary,Analytics Vidhya,2018,9,24,13,123.0,https://medium.com/analytics-vidhya/reinforcement-learning-guide-solving-the-multi-armed-bandit-problem-from-scratch-in-python-cecd1f093a02,https://medium.com/@ankit2106,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203367,203367,Reinforcement Learning in Portfolio Management,Reinforcement Learning (RL) is a machine learning technique which is in focus,1,Bijula Ratheesh,Analytics Vidhya,2020,8,27,4,1.0,https://medium.com/analytics-vidhya/reinforcement-learning-in-portfolio-management-4e4eed75961d,https://medium.com/@bijular,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203368,203368,Reinforcement Learning: Introduction to Monte Carlo Learning using the OpenAI Gym Toolkit,,1,Ankit Choudhary,Analytics Vidhya,2018,11,19,11,168.0,https://medium.com/analytics-vidhya/reinforcement-learning-introduction-to-monte-carlo-learning-using-the-openai-gym-toolkit-4efef9375648,https://medium.com/@ankit2106,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203369,203369,Reinforcement LearningMachines learning by interacting with the world,,1,The Perceptive Agent,Analytics Vidhya,2020,4,13,7,1.0,https://medium.com/analytics-vidhya/reinforcement-learning-machines-learning-by-interacting-with-the-world-64e5862dbf19,https://medium.com/@theperceptiveagent,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203370,203370,How to know if your problem can be solved by Reinforcement learning,,1,Sahil Garg,Analytics Vidhya,2019,12,11,2,5.0,https://medium.com/analytics-vidhya/reinforcement-learning-next-step-in-ai-for-banking-and-financial-services-part-1-96e44a6a98cc,https://medium.com/@sahil1garg1,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203371,203371,Reinforcement Learning use cases for Banking and Financial Services,,1,Sahil Garg,Analytics Vidhya,2019,12,11,3,4.0,https://medium.com/analytics-vidhya/reinforcement-learning-next-step-in-ai-for-banking-and-financial-services-part-2-de41b453cdfe,https://medium.com/@sahil1garg1,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203372,203372,Implementation framework for reinforcement learning,,1,Sahil Garg,Analytics Vidhya,2019,12,11,2,64.0,https://medium.com/analytics-vidhya/reinforcement-learning-next-step-in-ai-for-banking-and-financial-services-part-3-563c6b0af763,https://medium.com/@sahil1garg1,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203373,203373,Reinforcement LearningPart 02,Multi-armed Bandits,1,Mohamed Enein,Analytics Vidhya,2020,5,8,10,0.0,https://medium.com/analytics-vidhya/reinforcement-learning-part-02-299026af170e,https://medium.com/@farbluestar,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203374,203374,Reinforcement Learning: Temporal Difference LearningPart 1,,1,Sebastian Dittert,Analytics Vidhya,2020,5,18,8,2.0,https://medium.com/analytics-vidhya/reinforcement-learning-temporal-difference-learning-part-1-339fef103850,https://medium.com/@sebastian.dittert3692,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203375,203375,Reinforcement Learning: Temporal Difference LearningPart 2,,1,Sebastian Dittert,Analytics Vidhya,2020,5,28,6,0.0,https://medium.com/analytics-vidhya/reinforcement-learning-temporal-difference-learning-part-2-c290af52f483,https://medium.com/@sebastian.dittert3692,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203376,203376,Reinforcement Learning to Reduce Building Energy Consumption,,1,Enrico Busto,Analytics Vidhya,2019,11,28,12,25.0,https://medium.com/analytics-vidhya/reinforcement-learning-to-reduce-building-energy-consumption-bb7e7ffa13b2,https://medium.com/@enrico.busto,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203377,203377,Reinforcement Learning: Using Q-Learning to Drive a Taxi!,,1,Gabriel Mayers,Analytics Vidhya,2020,7,30,8,12.0,https://medium.com/analytics-vidhya/reinforcement-learning-using-q-learning-to-drive-a-taxi-5720f7cf38df,https://medium.com/@gabriel.mayers,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203378,203378,Reinforcement Learning: Value Function and Policy,,1,Sebastian Dittert,Analytics Vidhya,2020,4,13,6,17.0,https://medium.com/analytics-vidhya/reinforcement-learning-value-function-and-policy-c22f5bd1d1b0,https://medium.com/@sebastian.dittert3692,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203379,203379,"Reinforcement LearningWhat, Why, and How.","When it comes to machine learning types and methods, Reinforcement Learning holds",1,Vishal Garg,Analytics Vidhya,2020,6,11,7,50.0,https://medium.com/analytics-vidhya/reinforcement-learning-what-why-and-how-5b27fb0afc1b,https://medium.com/@vishalgarg652,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203380,203380,Reinforcement learning with A3C,"This articles motivation comes from a recent competition I was part of, where we had to train a model",1,Nihal Das,Analytics Vidhya,2020,5,22,4,2.0,https://medium.com/analytics-vidhya/reinforcement-learning-with-a3c-20837aafe0ca,https://medium.com/@nihal.akdas,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203381,203381,Reinforcement Learning with Professor Balaraman Ravindran,,1,Pranav Dar,Analytics Vidhya,2019,2,7,5,2.0,https://medium.com/analytics-vidhya/reinforcement-learning-with-professor-balaraman-ravindran-415a3186daf,https://medium.com/@dberbatov,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203382,203382,Reinforcement Learning with Python,Update:,1,Randadpratik,Analytics Vidhya,2020,3,11,5,0.0,https://medium.com/analytics-vidhya/reinforcement-learning-with-python-e458895d8abc,https://medium.com/@randadpratik456,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203384,203384,Reinforcement learning with Skinner,A friendly introduction to the problem of reinforcement learning,1,Estev o Uyr  Pardillos Vieira,Analytics Vidhya,2019,11,14,8,27.0,https://medium.com/analytics-vidhya/reinforcement-learning-with-skinner-deacef0a281a,https://medium.com/@estevao.uyra.pv,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203386,203386,Reinventing Jakob Junis Using Q-Learning,"Okay, I admit itI have a little crush on Jakob Junis. Ive gotten the opportunity to",1,Logan Mottley,Analytics Vidhya,2020,8,19,9,50.0,https://medium.com/analytics-vidhya/reinventing-jakob-junis-using-q-learning-ad4eb681d4f3,https://medium.com/@logananthonymlb,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203396,203396,Research Project: Reinforcement Learning Upside Down,,1,Sebastian Dittert,Analytics Vidhya,2020,6,17,6,3.0,https://medium.com/analytics-vidhya/research-project-reinforcement-learning-upside-down-295e63d6be68,https://medium.com/@sebastian.dittert3692,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203433,203433,"RL Series#3: To explore or not to explore, that is the question",The exploration-exploitation dilemma,1,Saasha Nair,Analytics Vidhya,2020,4,8,10,1.0,https://medium.com/analytics-vidhya/rl-series-3-to-explore-or-not-to-explore-1ff88e4bf5af,https://medium.com/@saasha,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203695,203695,SlateQ: A scalable algorithm for slate recommendation problems,I was recently introduced to the,1,Shishir Kumar,Analytics Vidhya,2020,7,31,7,6.0,https://medium.com/analytics-vidhya/slateq-a-scalable-algorithm-for-slate-recommendation-problems-735a1c24458c,https://medium.com/@kumar.shishir92,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203729,203729,Solving a Rubiks Cube with Reinforcement Learning (Part 1),A Deep Q-Learning approach to solving a,1,Matthew Dalton,Analytics Vidhya,2020,8,11,6,70.0,https://medium.com/analytics-vidhya/solving-a-rubiks-cube-with-reinforcement-learning-part-1-4f0405dd07f2,https://medium.com/@mgd67,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
203736,203736,Solving OpenAI Gym Environments with MATLAB RL Toolbox,,1,Paulo Carvalho,Analytics Vidhya,2020,4,24,3,51.0,https://medium.com/analytics-vidhya/solving-openai-gym-environments-with-matlab-rl-toolbox-fb9d9e06b593,https://medium.com/@pauloawgcarvalho,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
