,Unnamed: 0,Title,Subtitle,Image,Author,Publication,Year,Month,Day,Reading_Time,Claps,url,Author_url,Tag_artificial-intelligence,Tag_data-analytics,Tag_data-engineering,Tag_data-science,Tag_deep-learning,Tag_machine-learning,Tag_nlp,Tag_python,Tag_r,Tag_reinforcement-learning,Tag_statistics,Category
155838,155838,Lebih Dalam Tentang Keyword dan Demand,"Shifting, demand dan kesuksesan sebuah kampanye online.",1,Rochman,,2019,8,15,4,1.0,https://medium.com/@rochman/lebih-dalam-tentang-keyword-dan-demand-e68bbbb4f4aa,https://medium.com/@rochman,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
155859,155859,How to run cutting-edge visual tracker ECO on Raspberry pi?,https://github.com/rockkingjy/OpenTracker,0,rock king,,2018,9,21,0,0.0,https://medium.com/@rockking.jy/how-to-run-cutting-edge-visual-tracker-eco-on-raspberry-pi-89baeb4d971f,https://medium.com/@rockking.jy,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
155885,155885,MobileNet: Paper Review and Model Architecture,,1,Yinghan Xu,,2019,1,17,1,40.0,https://medium.com/@rockyxu399/mobilenet-paper-review-and-model-architecture-7963c22ea528,https://medium.com/@rockyxu399,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
155886,155886,Paper Review and Model Architecture for CNN Classification,Version 1: 14th Jan 2019 (Add paper review,1,Yinghan Xu,,2019,1,14,8,2.0,https://medium.com/@rockyxu399/paper-review-and-model-architecture-for-cnn-classification-94972e40d96a,https://medium.com/@rockyxu399,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
155887,155887,Three models for Kaggles Flowers Recognition Dataset,,1,Yinghan Xu,,2018,10,11,6,124.0,https://medium.com/@rockyxu399/three-models-for-kaggles-flowers-recognition-dataset-bc2ff732cf4e,https://medium.com/@rockyxu399,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
155895,155895,Quantum Computing in the Offing,(Originally published on my blog in 2015),1,Rod Rinkus,,2019,3,15,6,5.0,https://medium.com/@rod_83597/quantum-computing-in-the-offing-43ea350d57b7,https://medium.com/@rod_83597,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
155935,155935,Using TensorBoard While Training Land Cover Models with Satellite Imagery,,1,Rodrigo Almeida,,2020,5,20,7,0.0,https://medium.com/@rodrigo.almeida_99309/using-tensorboard-while-training-land-cover-models-with-satellite-imagery-1420bb76fea8,https://medium.com/@rodrigo.almeida_99309,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
155951,155951,AI and the Cartesian bug,,1,Rodrigo Arrigoni,,2017,12,7,3,6.0,https://medium.com/@rodrigoarrigoni/ai-and-the-cartesian-bug-2ebbc3d82880,https://medium.com/@rodrigoarrigoni,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156049,156049,Emotion Recognition Technology,Explained in simple words and examples.,1,Roger Albornoz,,2020,6,7,2,0.0,https://medium.com/@rogeralbornozpost/emotion-recognition-technology-807c64c7a3a8,https://medium.com/@rogeralbornozpost,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156088,156088,A wrong model for image segmentation,Happy families are all alike; every unhappy family is unhappy in its own way,0,Roger Xu Jiang,,2017,5,15,3,14.0,https://medium.com/@rogerxujiang/a-failed-kaggle-competition-e1834259f70e,https://medium.com/@rogerxujiang,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156090,156090,Set up an GPU instance (p2.xlarge: Ubuntu 16.04+k 80 GPU) for deep learning on AWS,"As well known, GPUs in general can accelerate the training of neural network models. Most deep learning frameworks include GPU support. Instead of buying a GPU and managing a server on",0,Roger Xu Jiang,,2017,5,9,5,40.0,https://medium.com/@rogerxujiang/setting-up-a-gpu-instance-for-deep-learning-on-aws-795343e16e44,https://medium.com/@rogerxujiang,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156111,156111,Automation of Deep Learning using Docker and Jenkins.,,1,B.V.Rohan Bharadwaj,,2020,5,26,5,0.0,https://medium.com/@rohan6820/automation-of-deep-learning-using-docker-and-jenkins-28bdd0302419,https://medium.com/@rohan6820,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156112,156112,Deploying a Flask Container for Helmet Detection by using Jenkins,,1,B.V.Rohan Bharadwaj,,2020,7,24,8,35.0,https://medium.com/@rohan6820/deploying-a-flask-container-for-helmet-detection-by-using-jenkins-6a09e410df47,https://medium.com/@rohan6820,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156113,156113,Implementing Facial Recognition via Transfer Learning,,1,B.V.Rohan Bharadwaj,,2020,7,2,5,2.0,https://medium.com/@rohan6820/implementing-facial-recognition-via-transfer-learning-2a66f7927af,https://medium.com/@rohan6820,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156147,156147,Intro to Future of AI Blog Series,"GET HYPED, or dont, I dont really careThis weeks blog post is going to be a little different. I am announcing a blog series in which I will be talking about artificial intelligence, the human brain and the future of what being human could entail.",0,Rohan Khanna,,2018,3,19,2,2.0,https://medium.com/@rohankhanna97/intro-to-future-of-ai-blog-series-86b731ef07e0,https://medium.com/@rohankhanna97,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156192,156192,Paper summary on AET vs AED: Unsupervised Representation Learning by Auto-Encoding Transformations rather than Data,,1,Rohit Arora,,2020,6,11,3,7.0,https://medium.com/@rohit18115/paper-summary-on-aet-vs-aed-unsupervised-representation-learning-by-auto-encoding-transformations-84d5dc9b84ee,https://medium.com/@rohit18115,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156264,156264,How to use TensorFlow Object Detection API On Windows,,1,Rohit Patil,,2018,1,31,3,441.0,https://medium.com/@rohitrpatil/how-to-use-tensorflow-object-detection-api-on-windows-102ec8097699,https://medium.com/@rohitrpatil,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156295,156295,Critical Analysis on Deep Learning,Diving Deeper into the Limitations of the A.I. Mindset,1,Andy Luc,,2019,6,6,6,351.0,https://medium.com/@rokaandy/critical-analysis-on-deep-learning-e13f960c98e,https://medium.com/@rokaandy,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156357,156357,Image embeddings,Image similarity and building embeddings with modern computer vision,1,Romain Beaumont,,2020,7,20,11,213.0,https://medium.com/@rom1504/image-embeddings-ed1b194d113e,https://medium.com/@rom1504,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156366,156366,Sign Language Classifier using CNN,Implementation of a Convolutional Neural Network on the MNIST sign language dataset.,1,Romain Verhaeghe,,2020,1,15,8,2.0,https://medium.com/@romainvrh/sign-language-classifier-using-cnn-e5c2fb99ef51,https://medium.com/@romainvrh,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156377,156377,   !,Brave New World!,0,Roman Kuchukov,,2016,4,9,2,0.0,https://medium.com/@romankuchukov/%D0%BE-%D0%B4%D0%B8%D0%B2%D0%BD%D1%8B%D0%B9-%D0%BD%D0%BE%D0%B2%D1%8B%D0%B9-%D0%BC%D0%B8%D1%80-9cc9edacfd64,https://medium.com/@romankuchukov,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156411,156411,Violence Detection in Video Data,,1,Romit Singhai,,2019,11,27,2,0.0,https://medium.com/@romits/violence-detection-in-video-data-26a4eeb8cffd,https://medium.com/@romits,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156460,156460,Dockerizing a Hand Written Digits Predictor Service,,1,Ronaldngel,,2019,3,21,3,1.0,https://medium.com/@ronaldangel/dockerizing-a-hand-written-digits-predictor-service-76f78a509313,https://medium.com/@ronaldangel,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156502,156502,Object detection,,1,Rongliang Cheng,,2018,2,4,1,0.0,https://medium.com/@rongliangcheng/object-detection-c4d91a4ee026,https://medium.com/@rongliangcheng,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156582,156582,Krishibal ~ UI Flow,,0,Roop Krrish,,2017,8,30,5,2.0,https://medium.com/@roopkrrish/krishibal-ui-flow-b316d2265f8a,https://medium.com/@roopkrrish,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156651,156651,A Captivating Introduction(no title),"Hello, Techies and Tech enthusiasts. Welcome to my page. .I have been quite busy hence not",1,Audacious Coder.,,2019,7,15,3,155.0,https://medium.com/@rose.delilahgesicho/a-captivating-introduction-no-title-747484fe3474,https://medium.com/@rose.delilahgesicho,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156692,156692,Transfer learning and fine tuning Model using VGG 16,,1,Roshan Kumar Gupta,,2020,4,26,5,1.0,https://medium.com/@roshankg96/transfer-learning-and-fine-tuning-model-using-vgg-16-90b5401e1ebd,https://medium.com/@roshankg96,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156716,156716,QA Testing The GiggleBots LEDs,The story in which we use image processing to fix a QA/QC problem with,1,Dexter Industries,,2019,2,26,13,6.0,https://medium.com/@rosrobots/qa-testing-the-gigglebots-leds-1f924ed12b9f,https://medium.com/@rosrobots,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156736,156736,Business Intelligence Vs Data Science,Within this decade Big Data has become the focus of organisations to discover insights they,1,Ross Bulat,,2018,6,22,4,5.0,https://medium.com/@rossbulat/business-intelligence-vs-data-science-7f99b6485344,https://medium.com/@rossbulat,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156742,156742,Open vs Closed AI,"Chris Paine recently released his AI documentary Dont Trust This Computer, which showcases the state of AI and the challenges",1,Ross Bulat,,2018,6,10,3,2.0,https://medium.com/@rossbulat/open-vs-closed-ai-d3e11a26a7f4,https://medium.com/@rossbulat,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156809,156809,Aplicando tcnicas de Inteligncia Artificial no desenvolvimento de uma web-app para a deteco do Covid-19 em,,1,Marcelo Rovai,,2020,5,15,33,6.0,https://medium.com/@rovai/aplicando-t%C3%A9cnicas-de-intelig%C3%AAncia-artificial-no-desenvolvimento-de-uma-web-app-para-a-detec%C3%A7%C3%A3o-do-1b74f8f267e0,https://medium.com/@rovai,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156819,156819,Change here for the Valhalla Express,"In the early 1960s, David Gleicher, while working at Arthur D. Little, introduced a formula",1,Rowan GRIGG,,2016,4,7,10,0.0,https://medium.com/@rowangrigg/change-here-for-the-valhalla-express-36e510982a44,https://medium.com/@rowangrigg,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156830,156830, (Computer Vision) ,,1,rowan.ts,,2020,5,31,2,0.0,https://medium.com/@rowantseng/%E5%B8%B8%E8%A6%8B%E9%9B%BB%E8%85%A6%E8%A6%96%E8%A6%BA-computer-vision-%E7%9A%84%E4%BB%BB%E5%8B%99%E5%88%86%E9%A1%9E-bffd9d0417a3,https://medium.com/@rowantseng,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156832,156832,PyTorch ,,1,rowan.ts,,2018,7,11,5,53.0,https://medium.com/@rowantseng/%E7%B0%A1%E4%BB%8Bpytorch-46bdfb1fef77,https://medium.com/@rowantseng,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156833,156833,PyTorch  (Custom Loss),__init__ child  hyper-parametersforward child  parent ,0,rowan.ts,,2018,9,9,2,13.0,https://medium.com/@rowantseng/pytorch-%E8%87%AA%E5%AE%9A%E7%BE%A9%E6%90%8D%E5%A4%B1%E5%87%BD%E6%95%B8-custom-loss-c12e8741968b,https://medium.com/@rowantseng,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156834,156834,PyTorch  (Custom Dataset),CocoCaptionsCocoDetectionStanford Dogs,1,rowan.ts,,2018,10,7,6,166.0,https://medium.com/@rowantseng/pytorch-%E8%87%AA%E5%AE%9A%E7%BE%A9%E8%B3%87%E6%96%99%E9%9B%86-custom-dataset-7f9958a8ff15,https://medium.com/@rowantseng,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156835,156835,PyTorch Install, Developer  IDE  Visual Studio Code  Jupyter Notebook,0,rowan.ts,,2018,8,26,5,1.0,https://medium.com/@rowantseng/pytorch-install-7cca80a6cca5,https://medium.com/@rowantseng,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156950,156950,Artificial Neural Networks in healthcare: A high-level overview,,1,Ridham Patoliya,,2020,8,3,8,22.0,https://medium.com/@rpatoliya1997/artificial-neural-networks-in-healthcare-a-high-level-overview-c3d357c3779c,https://medium.com/@rpatoliya1997,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
156985,156985,An Executive Primer to Deep Learning,"Circa 1997, the reigning world chess champion Garry Kasparov was against an unknown opponent",1,Pradeep Menon,,2018,2,20,7,141.0,https://medium.com/@rpradeepmenon/an-executive-primer-to-deep-learning-80c1ece69b34,https://medium.com/@rpradeepmenon,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
157121,157121,AI-based Automation to improve drug safety,How AI can facilitate the extraction of real-time insights,1,Navro Technology Solutions,,2018,9,6,5,0.0,https://medium.com/@rsahu_45571/ai-based-automation-to-improve-drug-safety-dd1d22c6212f,https://medium.com/@rsahu_45571,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
157123,157123,AI-based Automated Literature Screening (YugenTriage),,1,Rohan Sahu,,2019,7,5,0,27.0,https://medium.com/@rsahu_7171/ai-based-automated-literature-screening-yugentriage-9854844214dd,https://medium.com/@rsahu_7171,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
157124,157124,AI-based Automation to improve drug safety,How AI can facilitate the extraction of real-time insights,1,Rohan Sahu,,2018,9,6,5,0.0,https://medium.com/@rsahu_7171/ai-based-automation-to-improve-drug-safety-9bcf23648aeb,https://medium.com/@rsahu_7171,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
157208,157208,Building Artificial General CognitionPart 6 The Addendum,,1,Rob Smith,,2020,8,28,19,0.0,https://medium.com/@rsmith_6156/building-artificial-general-cognition-part-6-the-addendum-c9c9ae406aa1,https://medium.com/@rsmith_6156,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
157209,157209,DVPSPart 3 The Matrix Reloaded,How a Flowing Matrix of Relative Probabilities Changes Our Perceptive Context,1,Rob Smith,,2020,7,9,16,0.0,https://medium.com/@rsmith_6156/dvps-part-3-the-matrix-reloaded-2ab4e427efb9,https://medium.com/@rsmith_6156,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
157210,157210,DVPS Part 4The Artificial General Intelligence Theory of Relativity,,1,Rob Smith,,2020,7,21,15,2.0,https://medium.com/@rsmith_6156/dvps-part-4-the-artificial-general-intelligence-theory-of-relativity-45cab240c375,https://medium.com/@rsmith_6156,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
157226,157226,Machine Learning-Based Drone Detection: Using Supervisely,,1,Ashish Singh,,2020,8,28,5,185.0,https://medium.com/@rsrdcr7/machine-learning-based-drone-detection-using-supervisely-e7f6db7f0d50,https://medium.com/@rsrdcr7,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
157246,157246,What is MP neuron,"basically this is defined from the biological neuron , since it acts the same way . What is MP neuron and where is it used ? and also what are the functions of it ? we will learn this is in detail in this post.",0,anonymous,,2020,4,15,3,0.0,https://medium.com/@rsvr000/what-is-mp-neuron-50e8c356f033,https://medium.com/@rsvr000,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
157266,157266,Deepfakes: Humanitys Zero-Day Attack,By: Lawrence Miller,1,rThreat,,2020,7,2,7,0.0,https://medium.com/@rthreat/deepfakes-humanitys-zero-day-attack-5669936deb51,https://medium.com/@rthreat,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
157273,157273,"How Open-Source GPUs Could Speed Deep Learning, Big Data Analytics",By Joel Hans,1,RTInsights Team,,2017,5,15,4,0.0,https://medium.com/@rtinsights/how-open-source-gpus-could-speed-deep-learning-big-data-analytics-9840996472dc,https://medium.com/@rtinsights,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
157297,157297,5 Critical Ways to Boost Customer Satisfaction with Customer Service Automation,,1,RTS Labs,,2019,2,22,4,0.0,https://medium.com/@rtslabs/5-critical-ways-to-boost-customer-satisfaction-with-customer-service-automation-1ebfb1c0e55d,https://medium.com/@rtslabs,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
157430,157430,"Investing in AIA Q&A with Rudina Seseri, Founder and Managing Partner of Glasswing Ventures",,1,Rudina Seseri,,2018,2,24,7,0.0,https://medium.com/@rudina/investing-in-ai-a-q-a-with-rudina-seseri-founder-and-managing-partner-of-glasswing-ventures-9fbdbf5a8a99,https://medium.com/@rudina,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
157466,157466,[Paper Summary] SEE: Towards semi-supervised end-to-end scene text recognition,,1,Rudra Saha,,2018,4,12,6,27.0,https://medium.com/@rudrasaha1993/paper-summary-see-towards-semi-supervised-end-to-end-scene-text-recognition-7b7efbc9363a,https://medium.com/@rudrasaha1993,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
157470,157470,[] ,,1,Rudy Chin,,2018,10,21,5,53.0,https://medium.com/@rudychin/%E7%A0%94%E7%A9%B6%E5%88%86%E4%BA%AB-%E6%B7%B1%E5%BA%A6%E5%AD%B8%E7%BF%92%E7%B6%B2%E8%B7%AF%E5%A3%93%E7%B8%AE-7e2be6d2a95e,https://medium.com/@rudychin,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
157487,157487,Computer vision,Im a recently graduated engineer with a degree in artificial intelligence. As a computer,1,Pierrick RUGERY,,2020,8,4,6,127.0,https://medium.com/@rugery.developper/computer-vision-e7138d0c57d7,https://medium.com/@rugery.developper,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
157608,157608,Image Caption Generator using ResNet50 and LSTM model,,1,Rupam Goyal,,2020,7,7,8,0.0,https://medium.com/@rupamgoyal12/image-caption-generator-using-resnet50-and-lstm-model-a5b11f60cd23,https://medium.com/@rupamgoyal12,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
157635,157635,"Initial Setup & Configuration to Enable GPU for Deep Learning Applications. (CUDA,cuDNN,TensorFlow,Nvidia)",,1,Rupesh,,2019,7,4,3,60.0,https://medium.com/@rupeshthetech/initial-setup-configuration-to-enable-gpu-for-deep-learning-applications-ae17ca0e17e,https://medium.com/@rupeshthetech,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
157724,157724,DeepLearning Demystified,My father always say,1,Sachin bisht,,2018,2,20,2,2.0,https://medium.com/@ruthlzz/deeplearning-demystified-dfd232958a10,https://medium.com/@ruthlzz,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
157779,157779,Hi there my friend and future readers.,How can you make simple but amazing products based on Deep,1,rvjenya,,2018,9,10,5,3.0,https://medium.com/@rvjenya/hi-there-my-friend-and-future-readers-1fc669bbbc02,https://medium.com/@rvjenya,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
157780,157780,Local access to Raspberry pi from your laptop,Remote work has many advantages and disadvantage.,1,rvjenya,,2018,10,17,3,0.0,https://medium.com/@rvjenya/local-access-to-raspberry-pi-from-your-laptop-ca1e78428be4,https://medium.com/@rvjenya,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
157781,157781,Synthetic DATASET for your real problems,,1,rvjenya,,2018,12,6,4,4.0,https://medium.com/@rvjenya/synthetic-dataset-for-your-real-problems-2df58d49bc69,https://medium.com/@rvjenya,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
158025,158025,PUBLIC SAFETY WARNING.,A Poem,1,Ryan Seny,,2020,4,11,1,128.0,https://medium.com/@ryanseny414/public-safety-warning-983ee4b225f6,https://medium.com/@ryanseny414,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
158244,158244,"Amazon, cashier-less stores, and the race for AI supremacy",,1,Roberto Zoia Nesta,,2020,3,11,2,0.0,https://medium.com/@rzoian/amazon-cashier-less-stores-and-the-race-for-ai-supremacy-fd5e36446475,https://medium.com/@rzoian,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
158278,158278,Self-Organizing Maps,"Recently I came across this awesome, super easy and a very intuitive clustering technique called Self-Organizing Maps",1,Shivang Ganjoo,,2018,6,18,3,128.0,https://medium.com/@s.ganjoo96/self-organizing-maps-b2cf58b74fdb,https://medium.com/@s.ganjoo96,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
158285,158285,Towards Safer Navigation of Indoor Robots,The realm of robotics has witnessed a tremendous surge in,1,Saumya Saksena,,2019,12,7,4,0.0,https://medium.com/@s.k.saksena/towards-safer-navigation-of-indoor-robots-19e0a7d4a001,https://medium.com/@s.k.saksena,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
158294,158294,Chapter 2.2 : Self-Driving Car [Intro to TensorFlow & Deep Neural Network],,1,Mouhcine Snoussi,,2020,4,26,16,0.0,https://medium.com/@s.mouhcinee/chapter-2-2-self-driving-car-intro-to-tensorflow-deep-neural-network-1ba93be77e4d,https://medium.com/@s.mouhcinee,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
158296,158296,Chapter 3 : Self-Driving Car [Traffic Sign Classifier projectTensorFlow] Tutoriel,,1,Mouhcine Snoussi,,2020,5,6,5,0.0,https://medium.com/@s.mouhcinee/chapter-3-self-driving-car-traffic-sign-classifier-project-tensorflow-tutoriel-f69a3ae6266f,https://medium.com/@s.mouhcinee,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
158326,158326,My Journey towards DataScience,"This is my first post in Medium, I would like to share my learnings in this platform, to enhance the",1,Sravani Subraveti,,2020,7,4,3,5.0,https://medium.com/@s.sravani008/my-journey-towards-datascience-54aaaeb088a6,https://medium.com/@s.sravani008,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
158577,158577,How Video Analytics is driving Workplace Productivity in Manufacturing,,1,Saahil Sachdeva,,2019,6,5,4,0.0,https://medium.com/@saahilsachdeva01/how-video-analytics-is-driving-workplace-productivity-in-manufacturing-36aeb9539ae3,https://medium.com/@saahilsachdeva01,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
158584,158584,4 Ways Artificial Intelligence (AI) Is Making The World Safer,,1,Saal.ai,,2018,5,29,3,0.0,https://medium.com/@saalai/4-ways-artificial-intelligence-ai-is-making-the-world-safer-4e88bd5e6de3,https://medium.com/@saalai,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
158589,158589,Teacher-Student Architecture in Plant Disease Classification,,1,Saamahn Mahjouri,,2020,1,21,5,37.0,https://medium.com/@saamahnmahjouri/teacher-student-architecture-in-plant-disease-classification-f9004149e44c,https://medium.com/@saamahnmahjouri,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
158623,158623,Convolution made Easy!,,0,Saba Kalsoom,,2020,4,23,2,0.0,https://medium.com/@sabakalsoom22/convolution-made-easy-50a13e6bd192,https://medium.com/@sabakalsoom22,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
158674,158674,How to make the best use of Jupyter Lab,"Jupyter Lab, the last project of Project Jupyter, can be a great IDE.",1,Sabrina Horowitz,,2019,5,20,3,49.0,https://medium.com/@sabrinahorowitz/how-to-make-the-best-use-of-jupyter-lab-19469bfbb642,https://medium.com/@sabrinahorowitz,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
158680,158680,"Experiencing automated translation, first-hand","Yesterday I mailed one of my latest stories for the Italian media magazine Prima Comunicazione to the interviewees. One of them, a Head of Innovation at a leading international publication, got back 2 mins later with my piece translated into",0,Human Maps,,2018,6,7,4,0.0,https://medium.com/@sabrinaprovenzani/experiencing-automated-translation-first-hand-b6d6f833a955,https://medium.com/@sabrinaprovenzani,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
158739,158739,Deep Learning- An Introduction,The first and most common question you might be thinking of,1,Sachinsingh,,2020,7,28,2,0.0,https://medium.com/@sachin5551234singh/deep-learning-an-introduction-28fdd57baa1b,https://medium.com/@sachin5551234singh,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
158817,158817,A Practice of Fabric Defect Detection by Using CNN,This report is a part of ICT730 Hardware Designs for Embedded Systems in,1,Isada Sukprapa,,2020,5,14,13,1.0,https://medium.com/@sadanalog/a-practice-of-fabric-defect-detection-by-using-cnn-c3e7c2a1088d,https://medium.com/@sadanalog,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
158831,158831,Performance analysis of a CNN object detector for blood cell detection and counting,,1,Sadegh,,2020,6,6,8,1.0,https://medium.com/@sadeghm/performance-analysis-of-a-cnn-object-detector-for-blood-cell-detection-and-counting-908f9b038f2b,https://medium.com/@sadeghm,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
158908,158908,Detecting Pneumonia from X-rays using Keras,Pneumonia is an infection that inflames the air sacs in one or both lungs. The air,1,Sagar Bagwe,,2020,6,15,3,0.0,https://medium.com/@sagarbagwe6699/detecting-pneumonia-from-x-rays-using-keras-fcffea20d452,https://medium.com/@sagarbagwe6699,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
158953,158953,Benefits of using Google Colab (Python),To further enrich students experience on programming in data,1,"Haider Raza, PhD",,2019,11,25,2,1.0,https://medium.com/@sagihaider/benefits-of-using-google-colab-python-8f246c91bc52,https://medium.com/@sagihaider,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
158971,158971,Top 10 Deep Learning Tips & Tricks,Here are top 10 deep learning tips and tricks: ,0,creativebegineer,,2020,8,11,1,0.0,https://medium.com/@sah41732/top-10-deep-learning-tips-tricks-585e29fdd39e,https://medium.com/@sah41732,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
159025,159025,Brain Tumor : The Story of Abnormal cells,Cancer is a group of diseases involving abnormal cell growth with the potential to,1,Sahil Lotya,,2020,6,17,9,0.0,https://medium.com/@sahillotya021/brain-tumor-the-story-of-abnormal-cells-d5758e81901e,https://medium.com/@sahillotya021,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
159041,159041,Image2Art Translation Using CycleGAN,Hi Guys!,1,Sahil,,2020,6,11,13,0.0,https://medium.com/@sahiltinky94/image2art-translation-using-cyclegan-e1bc096b7315,https://medium.com/@sahiltinky94,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
159042,159042,Object Detection (R-CNN),"Hi Guys! In this blog, I will explain you intuitive behind how object detection actually works using R-CNN with",1,Sahil,,2020,8,19,8,0.0,https://medium.com/@sahiltinky94/object-detection-r-cnn-aa2b180bfb49,https://medium.com/@sahiltinky94,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
159044,159044,Summary Notes of Gradient Descent Optimization Techniques (Using Pictures Only),,1,Sahil,,2020,8,27,6,0.0,https://medium.com/@sahiltinky94/summary-notes-of-gradient-descent-optimization-techniques-using-pictures-only-2ef4ccf0627a,https://medium.com/@sahiltinky94,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
159046,159046,Understanding PatchGAN,"Hi Guys! In this blog, I am going to share my understanding of PatchGAN (only), how are they different from normal CNN",1,Sahil,,2020,5,28,7,19.0,https://medium.com/@sahiltinky94/understanding-patchgan-9f3c8380c207,https://medium.com/@sahiltinky94,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
159118,159118,Building VGG19 with Keras,"Nowadays, there are already several CNN models that have been released publicly. These Models has a very deep",1,Sai Charan Arishanapally,,2019,4,16,2,2.0,https://medium.com/@saicharanars/building-vgg19-with-keras-f516101c24cf,https://medium.com/@saicharanars,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
