,Unnamed: 0,Title,Subtitle,Image,Author,Publication,Year,Month,Day,Reading_Time,Claps,url,Author_url,Tag_artificial-intelligence,Tag_data-analytics,Tag_data-engineering,Tag_data-science,Tag_deep-learning,Tag_machine-learning,Tag_nlp,Tag_python,Tag_r,Tag_reinforcement-learning,Tag_statistics,Category
175996,175996,Udacity data-engineering nanodegree 2019,"Recently I had a chance to get a nano-degree (yep, you heard right, nano!) on",1,Kuz Le,,2019,11,25,5,13.0,https://medium.com/@techkuz/udacity-data-engineering-nanodegree-2019-53bf8f04f18c,https://medium.com/@techkuz,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
176744,176744,Jamf ReEnroller,"As an engineer and technologist, I believe its important to write/blog for several",1,Teri Grossheim,,2020,6,24,1,0.0,https://medium.com/@terigrossheim/jamf-reenroller-7366f8dd98af,https://medium.com/@terigrossheim,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
176976,176976,Managing Data Lifecycle  1: Ingest, big data architecture  ,1,Thanachart Ritbumroong,,2017,1,31,3,57.0,https://medium.com/@thanachart.rit/managing-data-lifecycle-%E0%B8%95%E0%B8%AD%E0%B8%99%E0%B8%97%E0%B8%B5%E0%B9%88-1-ingest-544006001581,https://medium.com/@thanachart.rit,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
178271,178271,Building a Spark and Airflow development environment with Docker,,1,Thiago Cordon,,2020,5,1,5,7.0,https://medium.com/@thiaguscr/building-a-spark-and-airflow-development-environment-with-docker-f0b9b625edd8,https://medium.com/@thiaguscr,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
178444,178444,How To Be A Good Data Scientist/Data Engineer,Few years back probably these terms are not as well known and popular career,1,This and That with Rachana,,2020,5,18,3,0.0,https://medium.com/@thisnthatwithrachana/how-to-be-a-good-data-scientist-data-engineer-46e29250737b,https://medium.com/@thisnthatwithrachana,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
178498,178498,AWS Certified Data Analytics vs Big DataWhats the difference?,,1,Thomas Milner,,2020,1,10,11,4.0,https://medium.com/@thomas.milner/aws-certified-data-analytics-vs-big-data-whats-the-difference-9f19c8ca1555,https://medium.com/@thomas.milner,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
178618,178618,Denormalizing your data with Azure Functions and Cosmos DB's change feed,"In this article, we're going",1,Thomas Weiss,,2018,5,31,5,103.0,https://medium.com/@thomasweiss_io/denormalizing-your-data-with-azure-functions-and-cosmos-dbs-change-feed-c4a8687cda88,https://medium.com/@thomasweiss_io,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
178686,178686,Day 1 after 35,"A super early-stage startup founder offers me the job as a business advisor. About more than 6 years ago, I took the job title as business analyst at a corporate. A title is just a title. I will take the job if it aligns with",0,Sony Le,,2016,9,30,2,0.0,https://medium.com/@thsonvt/day-1-after-35-13b559d8f5df,https://medium.com/@thsonvt,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
178881,178881,Streaming data from PostgreSQL to Kafka using Debezium,Using Change Data Capture (CDC) is a must in any application these days. No one wants to hear that the changes they made did not reflect in the analytics because the nightly or hourly sync job has not pulled or pushed the data. The,0,Tilak Patidar,,2018,3,29,4,427.0,https://medium.com/@tilakpatidar/streaming-data-from-postgresql-to-kafka-using-debezium-a14a2644906d,https://medium.com/@tilakpatidar,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
178982,178982,Data is painful only if you allow it to be,Youve probably heard that a lot: Our data is a mess.,1,Timothy Carbone,,2018,10,22,6,13.0,https://medium.com/@timmycarbone/data-is-painful-only-if-you-allow-it-to-be-f552d391b75a,https://medium.com/@timmycarbone,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
178983,178983,Distribute data to PG partitions with NodeJS streams,,1,Timothy Carbone,,2020,6,19,4,2.0,https://medium.com/@timmycarbone/distribute-data-to-pg-partitions-with-nodejs-streams-54fa6c4e8b0e,https://medium.com/@timmycarbone,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
178984,178984,Dynamic partitioning in PostgreSQL,"Thanks to Postgres 11, we now have easy ways to dynamically",1,Timothy Carbone,,2019,9,10,4,2.0,https://medium.com/@timmycarbone/dynamic-partitioning-in-postgresql-67882930b74a,https://medium.com/@timmycarbone,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
179075,179075,IOT Devices & Enterprises,,1,Tim Tutt,,2018,3,18,6,0.0,https://medium.com/@timtutt/iot-devices-enterprises-a241765e123e,https://medium.com/@timtutt,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
179359,179359,Data Infrastructurethe 4 pillars to build on,,1,Maximilian Hofmann,,2020,5,3,5,3.0,https://medium.com/@tmationmax/data-infrastructure-the-4-pillars-to-build-on-e4a921080e40,https://medium.com/@tmationmax,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
179692,179692,"Single Node Processing Vol. 2Spark, Dask and Pandas",,1,Tomas Peluritis,,2019,12,17,6,4.0,https://medium.com/@tomaspeluritis/single-node-processing-vol-2-5b80c447447e,https://medium.com/@tomaspeluritis,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
183807,183807,Data operation vs Data engineering,Listen to the full episode here.,1,Liam Oliver Donoghue,,2018,5,24,1,0.0,https://medium.com/@venturimarketingliam/data-operation-vs-data-engineering-46acf0e98334,https://medium.com/@venturimarketingliam,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
184116,184116,Building University of Indonesias Realtime Analytics Pipeline,How we designed and implemented University of,1,Favian Hazman,,2020,6,15,5,123.0,https://medium.com/@vianhazman/building-university-of-indonesias-realtime-analytics-pipeline-d001404347a7,https://medium.com/@vianhazman,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
184173,184173,THINKING IN BIG DATA,"From last two and half years, working on Big Data using a few tools from the Hadoop ecosystem and spark. For me, Big Data",1,Vikash Singh,,2019,9,23,5,3.0,https://medium.com/@vicky301186/thinking-in-big-data-838d09e9d0c3,https://medium.com/@vicky301186,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
184526,184526,Improve SQL Limit Parallelism by leveraging Map Output Statistics in Spark,"Limit is an usual SQL operator. In SparkSQL, a limit operation is constituted as a LocalLimit and a GlobalLimit. The reason to split a limit operation to local and global ones is to better use the data",0,Liang-Chi Hsieh,,2017,9,11,2,0.0,https://medium.com/@viirya/improve-sql-limit-parallelism-by-leveraging-map-output-statistics-in-spark-e83195420a30,https://medium.com/@viirya,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
184662,184662,Kafka- A Distributed Messaging System for Log Processing,What is Kafka?,1,Vikash Sahu,,2019,4,24,7,12.0,https://medium.com/@vikashsahu4/kafka-a-distributed-messaging-system-for-log-processing-ce62e396626c,https://medium.com/@vikashsahu4,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
185687,185687,"Basic E2E data pipeline using Azure SQL, Databricks & Tableau",,1,Vivek Rathi,,2020,7,20,1,2.0,https://medium.com/@vivekrathi/basic-e2e-data-pipeline-using-azure-sql-databricks-tableau-d26610a02392,https://medium.com/@vivekrathi,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
186315,186315,SYN Request From Vir,Hello,0,V ir Valberg Gu mundsson,,2016,2,29,1,0.0,https://medium.com/@vvalbergg/syn-request-from-v%C3%AD%C3%B0ir-264a1709b550,https://medium.com/@vvalbergg,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
186320,186320,"Automate CSV file unload to AWS S3 from Snowflake using Stream, Stage, View, Stored Procedure and Task",,1,Venkata Gowri Sai Rakesh kumar Varanasi,,2020,7,6,5,0.0,https://medium.com/@vvgsrk/automate-csv-file-unload-to-aws-s3-from-snowflake-using-stream-stage-view-stored-procedure-and-caa6f422e40c,https://medium.com/@vvgsrk,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
186321,186321,How we controlled and reduced snowflake compute cost,,1,Venkata Gowri Sai Rakesh kumar Varanasi,,2020,5,28,7,2.0,https://medium.com/@vvgsrk/how-we-controlled-and-reduced-snowflake-compute-cost-79e43fea9522,https://medium.com/@vvgsrk,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
186323,186323,Snowflake Warehouse Load and Metering Analysis,"The Purpose of this article is to find out the load on a warehouse, credit",1,Venkata Gowri Sai Rakesh kumar Varanasi,,2020,4,10,4,0.0,https://medium.com/@vvgsrk/snowflake-warehouse-load-and-metering-analysis-f900e5448c8a,https://medium.com/@vvgsrk,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
186393,186393,East London Analytica 1: Commonalities in the Commons,Using my data know-how in the 2019 UK General,1,East End Chavista,,2020,1,12,6,1.0,https://medium.com/@w.heath91/east-london-analytica-1-commonalities-in-the-commons-99d8c48718be,https://medium.com/@w.heath91,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
186605,186605,Developer Grow Up Path,,1,Zihan Wang,,2020,3,17,2,0.0,https://medium.com/@wanggeo93/developer-grow-up-path-43f2d2896e37,https://medium.com/@wanggeo93,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
187244,187244,How to integrate Salesforce data into your Data Warehouse using Scala,"A guided walk through the Salesforce REST API, by a Scala beginner ",0,Wesley Batista,,2018,2,24,6,2.0,https://medium.com/@wesleybatista/how-to-integrate-salesforce-data-into-your-data-warehouse-using-scala-9959026b5f6,https://medium.com/@wesleybatista,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
187703,187703,Getting started with Google BigQuery,"This guide will tell you what is Google BigQuery, how can it leverage your data analyses and",1,William Gomez,,2020,3,25,13,1.0,https://medium.com/@williamegomezo/getting-started-with-google-bigquery-bb8e5abd5430,https://medium.com/@williamegomezo,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
187852,187852,Understanding and Optimizing Throughput in Azure Cosmos DB,,1,Will Velida,,2019,7,9,8,69.0,https://medium.com/@willvelida/understanding-and-optimizing-throughput-in-azure-cosmos-db-7dd71593c8d3,https://medium.com/@willvelida,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
188171,188171,WANT TO BE A DATA ENGINEER? READ THIS,Heres your guide to understand the working of data engineer and how you can jump on the data,1,Women Decode,,2020,3,10,6,0.0,https://medium.com/@womendecode/want-to-be-a-data-engineer-read-this-9a908d7e64b2,https://medium.com/@womendecode,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
188252,188252,PhD to Data Engineer at Wealthfront,Liping Peng is a Senior Data Engineer at Wealthfront. She grew up in China and attended the,1,Wealthfront Team,,2018,6,20,3,123.0,https://medium.com/@workatWF/phd-to-data-engineer-at-wealthfront-f9247f55ada3,https://medium.com/@workatWF,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
188253,188253,Work(ing) at Wealthfront: Megan Dare,Megan grew up in southern New Jersey before receiving her Bachelor of Arts in Economics from,1,Wealthfront Team,,2019,10,24,4,71.0,https://medium.com/@workatWF/work-ing-at-wealthfront-megan-dare-669aef8db7ff,https://medium.com/@workatWF,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
188781,188781,A Federated Information Infrastructure that Works,,1,Xavier Gumara Rigol,,2020,4,12,7,12.0,https://medium.com/@xgumara/a-federated-information-infrastructure-that-works-5a4feb387863,https://medium.com/@xgumara,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
191391,191391,Data Engineer Serveni 1,"Selam, sizlerle bu yaz serisi ile data engineer ve big data eitimi zerine tecrbe ve deneyimlerimi paylamay",1,Yunus Yarba,,2020,8,14,4,60.0,https://medium.com/@yunusyarba/data-engineer-ser%C3%BCveni-1-8ac7acd11821,https://medium.com/@yunusyarba,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
191556,191556,File Formats  Big Data ?, CSV  JSON file   Parquet  Avro ,1,Heang Yuthakarn Arngmaneekul,,2020,1,8,4,14.0,https://medium.com/@yuthakarn/big-data-file-format-csv-json-parquet-avro-14ed7e024a19,https://medium.com/@yuthakarn,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
191565,191565,   2, ?,1, ,,2020,2,15,1,0.0,https://medium.com/@yutthakornryh/%E0%B8%81%E0%B8%A3%E0%B8%B2%E0%B8%9F%E0%B9%81%E0%B8%9A%E0%B8%9A%E0%B9%84%E0%B8%AB%E0%B8%99-%E0%B9%80%E0%B8%AB%E0%B8%A1%E0%B8%B2%E0%B8%B0%E0%B8%AA%E0%B8%A1%E0%B8%94%E0%B8%B9%E0%B8%AD%E0%B8%B0%E0%B9%84%E0%B8%A3-%E0%B8%95%E0%B8%AD%E0%B8%99%E0%B8%97%E0%B8%B5%E0%B9%88-2-4e4fd2431e4c,https://medium.com/@yutthakornryh,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
191566,191566,5 reasons why BigQuery users should use dbt,How do you implement and test data pipelines with BigQuery to create intermediate,1,Yu Ishikawa,,2020,8,4,5,23.0,https://medium.com/@yuu.ishikawa/5-reasons-why-bigquery-users-should-use-dbt-144f326c458a,https://medium.com/@yuu.ishikawa,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
191573,191573,A comparison of Azure Data Science platforms,Someone on the Microsoft Student Partners chatroom was,1,yuuka,,2020,1,18,7,2.0,https://medium.com/@yuuka_miya/a-comparison-of-azure-data-science-platforms-9f3c17636d52,https://medium.com/@yuuka_miya,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
192470,192470,Building Serverless Data Lake Pipeline on AWS,Today Id like to talk about building serverless data lake on AWS.,1,Joey Yi Zhao,,2019,7,31,8,1.0,https://medium.com/@zhaoyi0113/building-serverless-data-lake-pipeline-on-aws-6c86883ed713,https://medium.com/@zhaoyi0113,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
193108,193108,[]Site Reliability EngineeringData Integrity: What You Read Is What You Wrote,,1,Sean HS,A Layman,2020,1,7,12,50.0,https://medium.com/a-layman/%E5%A5%BD%E6%9B%B8%E9%81%B8%E8%AE%80-site-reliability-engineering-data-integrity-what-you-read-is-what-you-wrote-65b0212478d6,https://medium.com/@seanhsieh_63050,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
193109,193109,[]Site Reliability EngineeringData Processing Pipeline,,1,Sean HS,A Layman,2020,1,5,12,0.0,https://medium.com/a-layman/%E5%A5%BD%E6%9B%B8%E9%81%B8%E8%AE%80-site-reliability-engineering-data-processing-pipeline-412a330e5696,https://medium.com/@seanhsieh_63050,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
193168,193168,Installing Apache Airflow on Ubuntu/AWS,"Kraken Public Data Infrastructure,",0,Varun Adibhatla,A.R.G.O.,2017,8,31,9,340.0,https://medium.com/a-r-g-o/installing-apache-airflow-on-ubuntu-aws-6ebac15db211,https://medium.com/@vr00n,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
193169,193169,Using Apache Airflow to Create Data Infrastructure in the Public Sector,,1,Varun Adibhatla,A.R.G.O.,2017,10,11,9,37.0,https://medium.com/a-r-g-o/using-apache-airflow-to-create-data-infrastructure-in-the-public-sector-a47f2ef47356,https://medium.com/@vr00n,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
193271,193271,Elastic{on} Frankfurt recap,A few days ago another event from Elastic{on} Tour series took place in Frankfurt welcoming around 200,1,Marek Hornak,ableneo Technology,2018,11,14,5,4.0,https://medium.com/ableneo/elastic-on-frankfurt-recap-ee950268e05f,https://medium.com/@marek_hornak,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
193680,193680,"Intro to Grafana: Installation, Configuration, and Building the First Dashboard",,1,Igor Bobriakov,ActiveWizards AI ML for startups,2019,2,28,5,68.0,https://medium.com/activewizards-machine-learning-company/intro-to-grafana-installation-configuration-and-building-the-first-dashboard-bf408747e6a8,https://medium.com/@ibobriakov,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
193681,193681,"Kafka Monitoring with Prometheus, Telegraf, and Grafana",,1,Igor Bobriakov,ActiveWizards AI ML for startups,2019,3,30,5,363.0,https://medium.com/activewizards-machine-learning-company/kafka-monitoring-with-prometheus-telegraf-and-grafana-6228fed736f1,https://medium.com/@ibobriakov,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
194256,194256,Secondary Indexing on HBase,NoSQL is good but real world of data is not key-value,1,Roberto Coluccio,Agile Lab Engineering,2019,7,12,9,14.0,https://medium.com/agile-lab-engineering/secondary-indexing-on-hbase-8a3acea394f0,https://medium.com/@roberto.coluccio,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
195246,195246,Guide to Set up Ubuntu 16.04 on AWS EC2 Instance,,1,Jeevan Anand,AI In Plain English,2020,8,17,5,6.0,https://medium.com/ai-in-plain-english/guide-to-set-up-ubuntu-16-04-on-aws-ec2-instance-a72761662a91,https://medium.com/@jeevananandanne,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
195409,195409,Setup 4 Node Hadoop Cluster on AWS EC2 Instances,,1,Jeevan Anand,AI In Plain English,2020,8,17,7,5.0,https://medium.com/ai-in-plain-english/setup-4-node-hadoop-cluster-on-aws-ec2-instances-afb0e9a67334,https://medium.com/@jeevananandanne,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
195473,195473,Tutorial on Google Cloud Storage in GCP,,1,Jeevan Anand,AI In Plain English,2020,8,17,4,1.0,https://medium.com/ai-in-plain-english/tutorial-on-google-cloud-storage-in-gcp-1e14640f3537,https://medium.com/@jeevananandanne,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
196451,196451,Capturing Data Evolution in a Service-Oriented Architecture,"Building Airbnbs Change Data Capture system (SpinalTap), to enable propagating & reacting to data mutations in real time.",0,Jad Abi-Samra,Airbnb Engineering Data Science,2018,8,23,12,1100.0,https://medium.com/airbnb-engineering/capturing-data-evolution-in-a-service-oriented-architecture-72f7c643ee6f,https://medium.com/@jadabisamra,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
196474,196474,"On Spark, Hive, and Small Files: An In-Depth Look at Spark Partitioning Strategies",,1,Zachary Ennenga,Airbnb Engineering Data Science,2020,3,3,17,548.0,https://medium.com/airbnb-engineering/on-spark-hive-and-small-files-an-in-depth-look-at-spark-partitioning-strategies-a9a364f908,https://medium.com/@zach.ennenga,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
196476,196476,Scaling a Mature Data PipelineManaging Overhead,There is often a hidden performance cost tied to,1,Zachary Ennenga,Airbnb Engineering Data Science,2019,9,24,11,1000.0,https://medium.com/airbnb-engineering/scaling-a-mature-data-pipeline-managing-overhead-f34835cbc866,https://medium.com/@zach.ennenga,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
196478,196478,Scaling Spark Streaming for Logging Event Ingestion,How we scaled Spark streaming with a novel,1,Hao Wang,Airbnb Engineering Data Science,2018,11,25,10,597.0,https://medium.com/airbnb-engineering/scaling-spark-streaming-for-logging-event-ingestion-4a03141d135d,https://medium.com/@billhao,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
196523,196523,Test SQL Pipelines against Production Clones using DBT and Snowflake,,1,Dan Gooden,The Airtasker Tribe,2019,10,8,6,42.0,https://medium.com/airtribe/test-sql-pipelines-against-production-clones-using-dbt-and-snowflake-2f8293722dd4,https://medium.com/@dangooden,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
196524,196524,Understanding Your Users with Consistent and Reliable Event Data,,1,Dan Gooden,The Airtasker Tribe,2019,1,10,4,291.0,https://medium.com/airtribe/understanding-your-users-with-consistent-and-reliable-event-data-7dd6fda3fdbf,https://medium.com/@dangooden,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
197010,197010,Continuous data pipelinecontinuous delivery and data engineering,Data engineering and continuous delivery:,0,Ananth Packkildurai,allthingsdata,2016,7,31,5,2.0,https://medium.com/allthingsdata/continuous-data-pipeline-continuous-delivery-and-data-engineering-50b112e25d9,https://medium.com/@ananthdurai,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
197222,197222,A Less Server Data Infrastructure Solution for Ingestion and Transformation PipelinesPart 1,,1,AMARO,AMARO,2019,10,25,6,106.0,https://medium.com/amaro-tech/a-less-server-data-infrastructure-solution-for-ingestion-and-transformation-pipelines-b22a32f93609,https://medium.com/@amaro_tech_pmo,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
197223,197223,A Less Server Data Infrastructure Solution for Ingestion and Transformation PipelinesPart 2,,1,Michael Triska,AMARO,2019,11,28,9,55.0,https://medium.com/amaro-tech/a-less-server-data-infrastructure-solution-for-ingestion-and-transformation-pipelines-part-2-e679e326f5a4,https://medium.com/@michael.triska,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
197224,197224,A Less Server Data Infrastructure Solution for Ingestion and Transformation PipelinesPart 3,,1,Michael Triska,AMARO,2020,1,15,4,5.0,https://medium.com/amaro-tech/a-less-server-data-infrastructure-solution-for-ingestion-and-transformation-pipelines-part-3-6c3653f9a321,https://medium.com/@michael.triska,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
197229,197229,Looker AcademyHow to create a successful evangelist program,,1,AMARO,AMARO,2018,9,21,6,18.0,https://medium.com/amaro-tech/looker-academy-how-to-create-a-successful-evangelist-program-d2c93fdcba35,https://medium.com/@amaro_tech_pmo,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
197232,197232,Speeding up the photo shooting process by letting go of spreadsheets,A case of improving business,1,AMARO,AMARO,2020,6,19,5,54.0,https://medium.com/amaro-tech/speeding-up-the-photo-shooting-process-by-letting-go-of-spreadsheets-63defa3eeae0,https://medium.com/@amaro_tech_pmo,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
197233,197233,UI for Data Visualization,,1,AMARO,AMARO,2019,4,26,6,57.0,https://medium.com/amaro-tech/ui-for-data-visualization-766d7a849ef1,https://medium.com/@amaro_tech_pmo,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
197292,197292,Migrating from Hive to Delta Lake + Hive in Hybrid Cloud Environment,Everything about migration from,1,Yishuang LU,Amobee Engineering,2020,1,10,9,174.0,https://medium.com/amobee-engineering/migrating-from-hive-to-delta-lake-hive-in-hybrid-cloud-environment-38269ed45632,https://medium.com/@luyscmu,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
197413,197413,Azure CosmosDBLessons learned,Lessons learned developing a NodeJs application on CosmosDB with the,1,Julien Kervizic,Hacking Analytics,2020,2,1,6,21.0,https://medium.com/analytics-and-data/azure-cosmosdb-lessons-learned-77f6086c815a,https://medium.com/@julienkervizic,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
197417,197417,Create a Clickstream event collector in 10 minutes using Azure Logic App,,1,Julien Kervizic,Hacking Analytics,2019,12,18,5,4.0,https://medium.com/analytics-and-data/create-a-clickstream-event-collector-in-10-minutes-using-azure-logic-app-ada9496271cc,https://medium.com/@julienkervizic,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
197419,197419,"Data Management, Quality and Governance",The different steps towards the data quality journey,1,Julien Kervizic,Hacking Analytics,2019,12,16,7,104.0,https://medium.com/analytics-and-data/data-management-quality-and-governance-3082fff40950,https://medium.com/@julienkervizic,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
197425,197425,E-Commerce on AmazonLeveraging APIs to measure performance,,1,Julien Kervizic,Hacking Analytics,2018,11,29,4,84.0,https://medium.com/analytics-and-data/e-commerce-on-amazon-leveraging-apis-to-measure-performance-5928af4cfc50,https://medium.com/@julienkervizic,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
197429,197429,Four principles of scalable Big Data systems,I while ago I listened to a podcast with Ian Gorton who talked about principles,1,Pawel Koperek,Hacking Analytics,2018,10,27,4,3.0,https://medium.com/analytics-and-data/four-principles-of-scalable-big-data-systems-7e830778d0d0,https://medium.com/@pkoperek,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
197444,197444,ON the evolution of Data Engineering,"A few years ago being a data engineer meant managing data in and out of a database, creating",1,Julien Kervizic,Hacking Analytics,2018,10,28,5,682.0,https://medium.com/analytics-and-data/on-the-evolution-of-data-engineering-c5e56d273e37,https://medium.com/@julienkervizic,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
197448,197448,Overview of data storage implications for distributed and big data computing,How to deal with the,1,Julien Kervizic,Hacking Analytics,2019,12,30,8,0.0,https://medium.com/analytics-and-data/overview-of-storage-implications-for-distributed-and-big-data-computing-b21ff0866644,https://medium.com/@julienkervizic,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
197454,197454,Salesforce Marketing CloudData Extensions & Potential Integration errors,,1,Julien Kervizic,Hacking Analytics,2019,12,19,5,4.0,https://medium.com/analytics-and-data/salesforce-marketing-cloud-data-extensions-potential-integration-errors-991e2661c273,https://medium.com/@julienkervizic,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
197455,197455,Salesforce Marketing CloudData Extraction,There is normally two main ways to extract data from,1,Julien Kervizic,Hacking Analytics,2019,10,11,5,60.0,https://medium.com/analytics-and-data/salesforce-marketing-cloud-data-extraction-1bb2a7840c5e,https://medium.com/@julienkervizic,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
197458,197458,Strategies to effectively propagate Master Data Merges,Unifying records into Master records is hard,1,Julien Kervizic,Hacking Analytics,2019,12,6,11,33.0,https://medium.com/analytics-and-data/strategies-to-effectively-propagate-master-data-merges-9f6a9cc8b3f7,https://medium.com/@julienkervizic,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
197462,197462,Using clickstream event collectors to complement your Google Analytics,Clickstream collectors such as,1,Julien Kervizic,Hacking Analytics,2019,12,17,4,3.0,https://medium.com/analytics-and-data/using-clickstream-event-collectors-to-complement-your-google-analytics-777bd7aad61,https://medium.com/@julienkervizic,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
197469,197469,,"One candidate I was interviewing for an analytics position, blurted out the following sentence:",1,Julien Kervizic,Hacking Analytics,2018,10,6,2,140.0,https://medium.com/analytics-and-data/your-sql-is-not-like-my-sql-23ee9491460f,https://medium.com/@julienkervizic,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
197554,197554,"Data Engineering Workshop By Google Cloud, Qubole & AIM",,1,Vinay N G,Analytics India Magazine,2020,1,14,2,0.0,https://medium.com/analytics-india-magazine/data-engineering-workshop-by-google-cloud-qubole-aim-acc4d6ef71f8,https://medium.com/@analyticsindiamagzine,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
197871,197871,A Glimpse of Hadoop Through Big Data,I wanted to write something about Hive to share my experiences,1,U ur Ekmek i,Analytics Vidhya,2020,2,26,8,0.0,https://medium.com/analytics-vidhya/a-glimpse-of-hadoop-through-big-data-c2e9d8c0aaf,https://medium.com/@ugurekmekci,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
198049,198049,Adapting a real world data pipeline for my pet project,,1,Diego Fern ndez Giraldo,Analytics Vidhya,2019,12,2,8,5.0,https://medium.com/analytics-vidhya/adapting-a-real-world-data-pipeline-for-my-pet-project-ca536d545409,https://medium.com/@aiguofer,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
198303,198303,Apache Spark performance recipeExplicitly cache RDD when branching out from parent RDD,,1,Vijay@vijay_b),Analytics Vidhya,2020,6,9,3,1.0,https://medium.com/analytics-vidhya/apache-spark-performance-recipe-explicitly-cache-rdd-when-branching-out-from-parent-rdd-48e394f82637,https://medium.com/@vijay_b,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
